Algorithm,Optimizations,Bom,Nodes,AttemptNr,Time,Makespan
LS_TS_3min,OFF,bom_2_4_10_5,21.0,12,180.2092,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,13,180.159,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,14,180.1788,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,15,180.1969,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,16,180.2101,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,17,180.1902,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,18,180.1974,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,19,180.2095,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,20,180.2276,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,21,180.1978,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,22,180.1857,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,23,180.316,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,24,180.283,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,25,180.2076,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,26,180.1951,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,27,180.2571,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,28,180.1983,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,29,180.1858,141096.0
LS_TS_3min,OFF,bom_2_4_10_5,21.0,30,180.179,141096.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,1,180.2105,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,2,180.1855,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,3,180.1887,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,4,180.1904,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,5,180.2188,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,6,180.2193,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,7,180.2012,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,8,180.2092,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,9,180.2111,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,10,180.1848,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,11,180.1766,135822.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,12,180.179,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,13,180.2211,135822.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,14,180.1936,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,15,180.1914,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,16,180.1992,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,17,180.1916,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,18,180.2201,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,19,180.2313,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,20,180.2058,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,21,180.1918,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,22,180.2578,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,23,180.2682,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,24,180.2111,135822.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,25,180.1923,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,26,180.2963,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,27,180.1852,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,28,180.1943,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,29,180.2244,135654.0
LS_TS_3min,ON,bom_2_4_10_5,21.0,30,180.2007,135654.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,1,180.2988,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,2,180.187,97491.0
LS_TS_3min,OFF,bom_2_5_10_5,31.0,3,180.2024,97491.0
